"author_location","author_name","business_id","business_name","created_date","language","rating","reactions/helpful","reactions/love_this","reactions/oh_no","reactions/thanks","review_id","text"
"Stock Ranch Residential, Citrus Heights, CA","Tara A.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-07-10T08:04:23-07:00","en","5","0","0","0","0","hC1DM0hFetu3jwcZE-uKCw","Took my boyfriend here for a date since we've both been wanting to try it. The energy and atmosphere of the restaurant itself makes me want to go back. The music playlist was on point, the service was amazing, and the food was delicious. We ordered the fried deviled eggs for an app, and I wish I could've had more of it because it was just so good. My boyfriend ordered the shrimp and grits and I ordered the smothered chicken. Both meals were cooked perfectly, and my chicken was nice and crispy even though it was smothered with gravy. The flavors were great. We ended with the banana pudding which was delicious and not too overpowering. We would definitely come back again and try other menu items. This is a great restaurant and they're doing things right."
"San Francisco, CA","Peace W.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-07-10T23:31:29-07:00","en","5","0","0","0","0","Zk6Q0rf6Net1FM4ei1MGoA","Good food! Service is fast for takeout. I will try again when I'm in the area. I never went inside I ordered from the takeout area outside. I will ask that they put lids on tight for everything to prevent spillage in future. Thanks!"
"Sacramento, CA","Jim K.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-03-01T20:58:48-08:00","en","5","0","0","0","0","NeWizp4r_JSRFrMhKJ_k3A","Took the family to Fixins after the Kings game on a Sunday night. The restaurant was packed and we had a 30 minute wait. It was DEFINITELY worth the wait! We ordered the fried catfish for an appetizer and it was spot on. Full of flavor and cooked to a golden brown. I had three pieces of fried chicken with coleslaw, fries and it came with a biscuit. Can't say enough about the amazing flavor of everything and the generous portion sizes. We ordered a 3 piece side of cornbread and it was amazing as well. My wife went with the chicken and waffles. Let's just say she can't wait to go back again. The chicken and waffles were some of the best she has had. If you are looking for some great food at a reasonable price for the quality and portion size,head on down to Fixins you won't be disappointed."
"Elk Grove, CA","Jessica J.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-07-11T19:04:16-07:00","en","1","1","0","0","0","2EDbjlsIcXnKTP03a-e4Ew","I waited 1 hour for my order just to get the wrong order. (Young black guy in the front mistake). I wanted the 3 piece chicken with the waffles and got the 3 piece only instead. I addressed it to the two young people working in the front and the said I still had to wait 30 to 40 minutes to get waffles ASIDE from the one hour I had already waited. They also forgot my drinks and had to wait 10 more minutes just for the same you g guy to go inside and get the drinks.. just really slow service and Honestly it just ruined the entire experience."
"Sacramento, CA","Bob H.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-06-07T20:31:04-07:00","en","3","0","0","0","0","8woiG1tlxaR19sm9lx5F4A","Ordered some chicken tenders tonight, which usually is plenty for my wife and I, but it was a bit of a letdown. They seemed to be super busy, probably because people are supporting black run businesses, as well as being popular, but no excuse for the order we got. 
First, the online order system and email told me 30 min, but it was almost an hour till it was ready. Then I get the food home, and instead of being in a large takeout container with 5 or 6 good size tenders, there's a small box with 4 small tenders and some fries. No pickle. None of the sauces I requested. Very disappointing. I'll probably go back, especially when dine in opens back up, but this experience was a swing and, perhaps not a miss, but definitely not out of the infield!"
"Lodi, CA","Tara C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-04-18T21:27:58-07:00","en","5","1","1","0","0","PFFWs5li3mJqK0jm1LMdGA","First time eating here. I ordered online. The system was very straight forward and easy to use. The food was even done 30 mins earlier than it said. Food was amazing. I loved the butter with the cornbread. So good! Will definitely be eating here again"
"San Leandro, CA","Schnae C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-03-08T14:58:20-07:00","en","5","0","0","0","0","sqxmCPa748xGPJcxzXBDJw","This has got to be hands down the best fried chicken I've ever had. Soo juicy so crispy so fresh so tender good lawd. The mac & cheese is sooo cheesy make me wanna slap yo mama. I never want to leave I want all my meals here. Even the biscuits are homemade & fresh and soft not dry at all. Mimosa are on point too"
"Fairfield, CA","Tessa G.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-04-22T15:39:20-07:00","en","5","1","1","0","0","lS3C9FkXYAbvqsDIx2OdOA","Sooo good best sweet tea , collard greens and Mac and cheese since I've been to my home town Augusta Georgia"
"Huntington Beach, CA","Grete V.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-12-14T10:40:36-08:00","en","5","0","0","0","0","hL3biT_tVdXxhryHFYBr1A","First time here. I'm from Norway so love trying new foods. Never had soul food before. I had the oxtails with grits and fried catfish and cornbread. So yummy! Definitely coming here again."
"Pacifica, CA","Bishop V.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-02-24T19:05:44-08:00","en","5","0","0","0","0","He2W8Weaa_7PTSWLaix8OQ","First time here. Amazing food. The service was a bit slow at the start, but holy crap, once we got their attention service was ridiculously awesome. The food was delicious as well. I'll be coming here again."
"Orange, CA","Jazz G.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-10-22T14:18:04-07:00","en","1","0","0","0","0","2m4UPXRtli0eO67EqmPrlA","I'm not a negative Nancy so I'll start with the positives, they do have good customer service and the restaurant aesthetics are amazing great vibe but I've been here twice to get the catfish meal and I should have made my own at home. Catfish is super crispy burnt and mac n cheese was dry not cheesy enough while the biscuits were cold and burnt as well. The yams were good yet nothing to pay $16 for. A whole in the wall place is definitely going to be way more with your bucks"
"Sacramento, CA","Susan P.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-02-15T12:00:52-08:00","en","5","0","0","0","0","APc-joZpDPpwknaJ40mxCQ","Finally got a chance to check out this place and it was better than what I expected. Had the 2 piece (breast and leg) Chicken and Waffle. Chicken breast wasn't dry. Had the Mac and Cheese as well and loved it as it was made exactly how I like it. Customer service was exceptional; hostess and waitress were attentive and made sure to check in (not in that constant pushy manner). Restaurant has a full bar, and the inside decor and layout is nice. Definitely a great addition to Oak Park. Would I come here again? Yes."
"Elk Grove, CA","Derica M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-08-15T22:54:11-07:00","en","5","0","1","0","0","Yc-7SczH__yAt83vVsf8Iw","I am a little late posting my review but thought better late than never. I went to the soft opening & the food was very good, especially the fish & hush puppies. This will stay at the top my list of places to eat. I will definitely tell others about this place."
"Merced, CA","Vince A.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-04-25T11:50:43-07:00","en","5","0","0","0","0","Rwgv20wM-tZzu-PMIKKsTQ","The oxtail, collard green and Mac n cheese are out of this world! This place is amazing! Service was amazing too!"
"Sacramento, CA","Steve W.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-10-04T11:40:06-07:00","en","5","0","0","0","0","T13HPsMD4cEaaYgolIZq2w","Really good fried chicken and great cheesy grits. These are the things to get at fixings. Always go dark meat. White meat should not be used for fried chicken. Tis blasphemy."
"Elk Grove, CA","Natalie A.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-05-24T23:55:17-07:00","en","5","0","0","0","0","oS4JKiFv-yAE39gc0nUtRA","We love Fixins! We have been here more times than I care to admit since last summer and have been ordering take out during shelter in place. All of the food has been delicious. I would say our favorites are chicken and waffles, gumbo and a fried chicken meal with Mac n cheese. I don't think you can go wrong!"
"San Francisco, CA","Pan E.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-04-03T21:38:19-07:00","en","5","1","1","0","0","Uiy6EDRtH9cFBTwD_PHLaw","We didn't read any reviews but saw the pictures and saw there was almost 2k so we decided to try it while in sac. Man we walked out super satisfied. We arrived at 7:25pm Saturday and sat in their outdoor seating 10 minutes later. The hostess was very professional and friendly. Des our waitress was prompt, professional and phriendly. Haha she came by said hi and told us she'll come back with water. We ordered sidecar and Stockton Boulevardier. Sidecar was good about my partner said the Stockton had too much vermouth. For entrees we ordered oxtail with okra and yams. Catfish with greens and black eyed peas. Catfish had the right seasoning and texture (thin battered). Oxtail was tendered and fell off the bone. With a little bit of hot sauce everything was delicious. We also ordered the biscuits and came with brown butter which was amazing. My least favorite was the corn fritters that came with the catch too hard and dry. Looking forward to coming back here next time we're in sac. Keep up the amazing job being safe and clean as we saw the staffs were during and after covid. Great establishment!!!"
"Sacramento, CA","Bryanna G.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-10-22T21:14:33-07:00","en","5","0","0","0","0","CknbRxRIIkxTxrVjNElJ2w","Very good!!! I heard about this place from a friend, and I was not disappointed. I ordered the shrimp and grits and it was awesome!!! My hub ordered the catfish and loved it as well. The restaurant has a very nice decor and the staff was super nice. I will definitely come back to visit, and more menu items."
"Garland, TX","Tony T.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-10-12T22:58:52-07:00","en","4","0","0","0","0","cRJ3OaM0fKbl0EQ-NhPbTA","This is good Southern food for California. For me being a Southern boy this is very average. The atmosphere was great, the staff was great and the food was a little pricey but not to bad considering it is California. I would recommend you visit."
"Roseville, CA","Ashley M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-02-09T18:35:42-08:00","en","5","0","0","0","0","PIt-rex6cSMvZcQ9uErc1A","Wonderful food,great atmosphere we will definitely return. The wait was 45 min ..not that long at all the hostess seem to be telling people that to possibly deter people to not want to wait. The wait Way maybe 20-25min."
"Sacramento, CA","Ali T.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-02-12T08:41:03-08:00","en","5","0","0","0","0","RPRpPoe5R0zqFUjr1vXPGw","Best food in Sacramento right now! We got catfish, collard greens and okra and then Chicken and Waffles. Both were amazing. But the okra was my favorite thing. The Koolaid was super fun and good too! Service was good, I thought we waited a little long for our drinks, but they were busy. We didn't have a wait to get seated either. We will be frequent customers here. SO GOOD"
"Sacramento, CA","Sharde R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-02-08T12:27:57-08:00","en","5","0","0","0","0","xe8eGe4hA6J_0O_XW8nyoQ","Been here twice,and omg I'm hooked,Kevin Johnson can take all my coins! I've had the chicken/fixins,shrimp n grits and fried deviled eggs and all dishes are bomb!!even the koolaid flavors and sweetened ice tea are delicious! Let's talk about the yams and fried deviled eggs...man....I am in love with this place...only complaint i have is the parking situation other than that,its got my vote!"
"El Dorado Hills, CA","Kathleen S.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-06-26T18:18:46-07:00","en","5","0","0","0","0","03sEbnQPKkyNCAIkiaG7YA","This was our first time inside the restaurant post COVID.  The food was excellent (fried catfish, chicken, coleslaw).  We ate at the bar given the crowd on a Sunday afternoon.  We appreciated the hard working and efficient Isselle.  We will be back!"
"Marina, CA","Casey A.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-02-09T09:04:36-08:00","en","4","0","0","0","0","rRD_rhxVsYVm9syPPRKDSA","We got for fried chicken and waffles, mac n cheese, and buttermilk biscuits. They were very good and the chicken was moist. We were 4th on the waiting list and was told that it would take 20-30mins. Then was told it was gonna be a longer wait for some reason and that we should sit at the bar instead."
